crime,arrest,date,latitude,longitude,domestic,district,FBI_code,year,month,hour,day,dayofweek,weekofyear,quarter
RETAIL THEFT,True,2018-10-15 17:04:00,41.912437783,-87.736189335,False,25.0,6,2018,10,17,15,0,42,4
OVER $500,False,2018-10-13 12:00:00,41.761116039,-87.630901175,True,7.0,6,2018,10,12,13,5,41,4
RETAIL THEFT,False,2018-10-15 14:06:00,41.808659359,-87.66092184600002,False,9.0,6,2018,10,14,15,0,42,4
RETAIL THEFT,False,2018-10-12 09:24:00,41.779234743,-87.685207125,False,8.0,6,2018,10,9,12,4,41,4
OVER $500,False,2018-10-14 20:00:00,41.776542006,-87.701856691,False,8.0,6,2018,10,20,14,6,41,4
OVER $500,False,2018-10-09 03:00:00,41.802783108,-87.65752100600002,False,9.0,6,2018,10,3,9,1,41,4
RETAIL THEFT,False,2018-10-14 23:44:00,41.917425774,-87.726571455,False,25.0,6,2018,10,23,14,6,41,4
RETAIL THEFT,True,2018-10-14 22:00:00,41.990473774,-87.69367354100002,False,24.0,6,2018,10,22,14,6,41,4
OVER $500,False,2018-10-14 16:37:00,41.907331304,-87.682263599,False,14.0,6,2018,10,16,14,6,41,4
RETAIL THEFT,False,2018-10-14 18:37:00,41.868541914,-87.639235361,False,1.0,6,2018,10,18,14,6,41,4
RETAIL THEFT,False,2018-10-14 19:02:00,41.908016743000005,-87.648197855,False,18.0,6,2018,10,19,14,6,41,4
OVER $500,False,2018-10-14 18:30:00,41.883913644,-87.68449913799999,False,12.0,6,2018,10,18,14,6,41,4
OVER $500,False,2018-10-14 16:58:00,41.780613542,-87.71427888,True,8.0,6,2018,10,16,14,6,41,4
OVER $500,False,2018-10-14 08:24:00,41.785519673,-87.738567526,False,8.0,6,2018,10,8,14,6,41,4
RETAIL THEFT,True,2018-10-14 15:25:00,41.811551206,-87.665047641,False,9.0,6,2018,10,15,14,6,41,4
RETAIL THEFT,False,2018-10-13 21:00:00,41.908016743000005,-87.648197855,False,18.0,6,2018,10,21,13,5,41,4
OVER $500,False,2018-10-17 16:00:00,41.743092675,-87.661859206,False,6.0,6,2018,10,16,17,2,42,4
OVER $500,False,2018-10-17 09:00:00,41.905865635,-87.756649934,False,25.0,6,2018,10,9,17,2,42,4
OVER $500,False,2018-10-17 23:00:00,41.705955008000004,-87.648574923,False,22.0,6,2018,10,23,17,2,42,4
OVER $500,False,2018-10-17 09:15:00,41.979006297,-87.906463155,False,16.0,6,2018,10,9,17,2,42,4
OVER $500,False,2018-10-17 07:00:00,41.808706218000005,-87.601683046,False,2.0,6,2018,10,7,17,2,42,4
OVER $500,False,2018-10-17 19:00:00,41.750773621,-87.634642001,False,6.0,6,2018,10,19,17,2,42,4
OVER $500,False,2018-10-17 22:00:00,41.922450446999996,-87.63573750799999,False,18.0,6,2018,10,22,17,2,42,4
OVER $500,False,2018-10-17 10:40:00,41.90175498,-87.675994774,False,12.0,6,2018,10,10,17,2,42,4
OVER $500,False,2018-10-17 16:00:00,41.97855782,-87.836588785,False,16.0,6,2018,10,16,17,2,42,4
RETAIL THEFT,False,2018-10-17 16:30:00,41.881493402,-87.62775555700001,False,1.0,6,2018,10,16,17,2,42,4
OVER $500,False,2018-10-17 21:00:00,41.877283353,-87.710233012,False,11.0,6,2018,10,21,17,2,42,4
OVER $500,False,2018-10-17 09:00:00,41.909974842,-87.71825472200001,False,25.0,6,2018,10,9,17,2,42,4
OVER $500,False,2018-10-17 14:00:00,41.856324662,-87.632033369,False,9.0,6,2018,10,14,17,2,42,4
OVER $500,False,2018-10-14 23:15:00,41.869315289,-87.663176006,False,12.0,6,2018,10,23,14,6,41,4
OVER $500,False,2018-10-15 18:00:00,41.919560356,-87.732753549,False,25.0,6,2018,10,18,15,0,42,4
RETAIL THEFT,False,2018-10-15 20:20:00,41.868541914,-87.639235361,False,1.0,6,2018,10,20,15,0,42,4
OVER $500,False,2018-08-09 11:00:00,41.944130786,-87.76041107,False,16.0,6,2018,8,11,9,3,32,3
OVER $500,False,2018-10-09 09:00:00,41.924751303,-87.658436469,False,18.0,6,2018,10,9,9,1,41,4
RETAIL THEFT,False,2018-08-13 19:14:00,41.897895128,-87.624096605,False,18.0,6,2018,8,19,13,0,33,3
OVER $500,False,2018-10-07 16:45:00,41.771387456,-87.67006537700001,False,7.0,6,2018,10,16,7,6,40,4
RETAIL THEFT,True,2018-10-08 15:15:00,41.911187178,-87.677481447,False,14.0,6,2018,10,15,8,0,41,4
OVER $500,False,2018-10-07 15:30:00,41.764858571,-87.588527426,False,3.0,6,2018,10,15,7,6,40,4
OVER $500,False,2018-09-30 05:50:00,41.86850963,-87.625849698,False,1.0,6,2018,9,5,30,6,39,3
OVER $500,False,2018-10-07 16:00:00,41.924142132,-87.69937076299999,False,14.0,6,2018,10,16,7,6,40,4
OVER $500,False,2018-09-30 12:00:00,41.709422411,-87.559693079,True,4.0,6,2018,9,12,30,6,39,3
OVER $500,False,2018-10-06 11:30:00,41.970078011999995,-87.65110013299999,False,20.0,6,2018,10,11,6,5,40,4
OVER $500,False,2018-10-02 22:00:00,41.979777533000004,-87.79021667,True,16.0,6,2018,10,22,2,1,40,4
OVER $500,False,2018-10-01 18:30:00,41.923625033,-87.791894746,False,25.0,6,2018,10,18,1,0,40,4
RETAIL THEFT,True,2018-10-17 22:10:00,41.935432921,-87.668504341,False,19.0,6,2018,10,22,17,2,42,4
OVER $500,False,2018-10-17 18:30:00,41.948677486,-87.646755398,True,19.0,6,2018,10,18,17,2,42,4
RETAIL THEFT,True,2018-10-17 16:57:00,41.888525948,-87.644322264,False,12.0,6,2018,10,16,17,2,42,4
RETAIL THEFT,False,2018-10-17 17:00:00,41.882539541999996,-87.627850543,False,1.0,6,2018,10,17,17,2,42,4
RETAIL THEFT,False,2018-10-17 20:15:00,41.721895855999996,-87.613841024,False,6.0,6,2018,10,20,17,2,42,4
OVER $500,False,2018-10-17 18:40:00,41.894764247,-87.63624456,False,18.0,6,2018,10,18,17,2,42,4
RETAIL THEFT,True,2018-10-17 20:00:00,41.906276004,-87.670011875,False,14.0,6,2018,10,20,17,2,42,4
RETAIL THEFT,True,2018-10-17 17:58:00,41.833139425,-87.61531921299999,False,2.0,6,2018,10,17,17,2,42,4
OVER $500,False,2018-10-17 17:30:00,41.700309589,-87.62809921899998,False,5.0,6,2018,10,17,17,2,42,4
RETAIL THEFT,True,2018-10-17 18:00:00,41.695982095,-87.59665314200001,False,5.0,6,2018,10,18,17,2,42,4
RETAIL THEFT,False,2018-10-17 15:25:00,41.72363784,-87.66273216299999,False,22.0,6,2018,10,15,17,2,42,4
RETAIL THEFT,True,2018-10-17 19:38:00,41.760065748,-87.663661519,False,7.0,6,2018,10,19,17,2,42,4
RETAIL THEFT,True,2018-10-17 15:49:00,41.892753031,-87.62419389600002,False,18.0,6,2018,10,15,17,2,42,4
OVER $500,False,2018-10-15 18:30:00,41.889842586,-87.669851379,False,12.0,6,2018,10,18,15,0,42,4
OVER $500,False,2018-10-15 17:00:00,41.86850963,-87.625849698,False,1.0,6,2018,10,17,15,0,42,4
OVER $500,False,2018-10-14 12:30:00,41.785519673,-87.738567526,False,8.0,6,2018,10,12,14,6,41,4
OVER $500,False,2018-10-12 17:30:00,41.878459832,-87.64108889100002,False,1.0,6,2018,10,17,12,4,41,4
OVER $500,False,2018-10-12 19:20:00,41.802484903,-87.587171256,False,2.0,6,2018,10,19,12,4,41,4
RETAIL THEFT,False,2018-10-10 17:59:00,41.811551206,-87.665047641,False,9.0,6,2018,10,17,10,2,41,4
OVER $500,False,2018-08-26 02:30:00,41.909924812,-87.63467257200001,False,18.0,6,2018,8,2,26,6,34,3
RETAIL THEFT,False,2018-08-29 12:20:00,41.910860169,-87.65195519,False,18.0,6,2018,8,12,29,2,35,3
RETAIL THEFT,False,2018-01-28 12:50:00,41.868054413,-87.632617432,False,1.0,6,2018,1,12,28,6,4,1
RETAIL THEFT,False,2018-10-17 17:30:00,41.744580809,-87.65358057700001,False,6.0,6,2018,10,17,17,2,42,4
RETAIL THEFT,False,2018-10-17 16:45:00,41.929627277,-87.78565906899998,False,25.0,6,2018,10,16,17,2,42,4
OVER $500,False,2018-10-17 16:00:00,41.928525595,-87.648867761,False,19.0,6,2018,10,16,17,2,42,4
RETAIL THEFT,True,2018-10-17 15:27:00,41.88171846,-87.62776042600002,False,1.0,6,2018,10,15,17,2,42,4
RETAIL THEFT,False,2018-10-17 14:45:00,41.808018808,-87.66495964399998,False,9.0,6,2018,10,14,17,2,42,4
RETAIL THEFT,True,2018-10-17 13:25:00,41.938584569,-87.64956512399998,False,19.0,6,2018,10,13,17,2,42,4
RETAIL THEFT,True,2018-10-17 13:05:00,41.883500186999996,-87.627876698,False,1.0,6,2018,10,13,17,2,42,4
RETAIL THEFT,True,2018-10-17 12:30:00,41.883500186999996,-87.627876698,False,1.0,6,2018,10,12,17,2,42,4
RETAIL THEFT,False,2018-10-17 09:58:00,41.883500186999996,-87.627876698,False,1.0,6,2018,10,9,17,2,42,4
OVER $500,False,2018-10-17 09:00:00,41.740918989,-87.631967753,False,6.0,6,2018,10,9,17,2,42,4
OVER $500,False,2018-10-17 10:00:00,41.741820708,-87.566086719,False,4.0,6,2018,10,10,17,2,42,4
OVER $500,False,2018-10-17 02:00:00,41.873907294,-87.75797273799999,False,15.0,6,2018,10,2,17,2,42,4
RETAIL THEFT,False,2018-10-10 12:00:00,41.808659359,-87.66092184600002,False,9.0,6,2018,10,12,10,2,41,4
OVER $500,False,2018-10-17 23:00:00,41.743744719,-87.618903064,False,6.0,6,2018,10,23,17,2,42,4
OVER $500,False,2018-10-17 22:30:00,41.965127916,-87.732189725,False,17.0,6,2018,10,22,17,2,42,4
OVER $500,False,2018-10-17 20:30:00,41.777065079,-87.67143670000002,False,7.0,6,2018,10,20,17,2,42,4
OVER $500,False,2018-10-15 09:00:00,41.985516503,-87.65613622,False,20.0,6,2018,10,9,15,0,42,4
OVER $500,False,2018-08-23 19:00:00,41.881115109,-87.766533976,False,15.0,6,2018,8,19,23,3,34,3
OVER $500,False,2018-07-06 14:00:00,41.737677596,-87.72638312,False,8.0,6,2018,7,14,6,4,27,3
RETAIL THEFT,False,2018-10-08 11:07:00,41.952897791,-87.787860507,False,16.0,6,2018,10,11,8,0,41,4
OVER $500,False,2018-09-29 12:00:00,41.922250345,-87.638943855,False,18.0,6,2018,9,12,29,5,39,3
RETAIL THEFT,False,2018-10-15 11:31:00,41.935556107,-87.64424995899998,False,19.0,6,2018,10,11,15,0,42,4
OVER $500,False,2018-09-04 12:00:00,41.704037843,-87.62343330899998,False,5.0,6,2018,9,12,4,1,36,3
RETAIL THEFT,False,2018-10-16 21:00:00,41.736345716,-87.585636406,False,4.0,6,2018,10,21,16,1,42,4
OVER $500,False,2018-09-16 08:30:00,41.94231069,-87.657821273,False,19.0,6,2018,9,8,16,6,37,3
RETAIL THEFT,False,2018-10-03 20:48:00,41.85775341,-87.668784595,False,12.0,6,2018,10,20,3,2,40,4
OVER $500,False,2018-04-12 00:01:00,41.879674275999996,-87.703816712,True,11.0,6,2018,4,0,12,3,15,2
OVER $500,False,2018-10-16 02:00:00,41.775622799000004,-87.74585192,False,8.0,6,2018,10,2,16,1,42,4
OVER $500,False,2018-10-15 08:00:00,41.891678766999995,-87.627551654,False,18.0,6,2018,10,8,15,0,42,4
OVER $500,False,2018-10-08 07:45:00,41.966758862,-87.77587269200001,False,16.0,6,2018,10,7,8,0,41,4
OVER $500,False,2018-10-12 15:00:00,41.929640589,-87.752624934,False,25.0,6,2018,10,15,12,4,41,4
OVER $500,False,2018-10-14 08:00:00,41.889128592,-87.637315802,True,18.0,6,2018,10,8,14,6,41,4
OVER $500,False,2018-10-17 18:45:00,41.884090949000004,-87.659532917,False,12.0,6,2018,10,18,17,2,42,4
RETAIL THEFT,True,2018-04-24 06:03:00,41.808833439000004,-87.622824022,False,2.0,6,2018,4,6,24,1,17,2
RETAIL THEFT,True,2018-04-04 15:02:00,41.824675709,-87.617013434,False,2.0,6,2018,4,15,4,2,14,2
OVER $500,False,2018-10-16 23:45:00,41.77447104,-87.596063608,False,3.0,6,2018,10,23,16,1,42,4
OVER $500,False,2018-10-16 22:00:00,41.954855983,-87.67222153600002,False,19.0,6,2018,10,22,16,1,42,4
OVER $500,False,2018-10-16 06:30:00,41.979006297,-87.906463155,False,16.0,6,2018,10,6,16,1,42,4
OVER $500,False,2018-10-16 21:40:00,41.952385402,-87.67494910299999,False,19.0,6,2018,10,21,16,1,42,4
OVER $500,False,2018-10-16 22:00:00,41.943518802,-87.65746667799999,False,19.0,6,2018,10,22,16,1,42,4
OVER $500,False,2018-10-14 16:45:00,41.888525948,-87.644322264,False,12.0,6,2018,10,16,14,6,41,4
OVER $500,False,2018-10-15 19:15:00,41.979006297,-87.906463155,False,16.0,6,2018,10,19,15,0,42,4
OVER $500,False,2018-10-16 15:00:00,41.884521086999996,-87.622099893,False,1.0,6,2018,10,15,16,1,42,4
RETAIL THEFT,False,2018-10-16 22:35:00,41.95822682,-87.70815095,False,17.0,6,2018,10,22,16,1,42,4
OVER $500,False,2018-10-16 17:45:00,41.93048243,-87.75740213,False,25.0,6,2018,10,17,16,1,42,4
RETAIL THEFT,True,2018-10-16 20:02:00,41.660800785999996,-87.585347216,False,4.0,6,2018,10,20,16,1,42,4
RETAIL THEFT,True,2018-10-16 19:54:00,41.896714548,-87.625340136,False,18.0,6,2018,10,19,16,1,42,4
RETAIL THEFT,True,2018-10-16 20:29:00,41.808981361,-87.606551046,False,2.0,6,2018,10,20,16,1,42,4
OVER $500,False,2018-10-16 18:00:00,41.922450446999996,-87.63573750799999,False,18.0,6,2018,10,18,16,1,42,4
RETAIL THEFT,False,2018-10-16 18:25:00,41.926484632,-87.78555365700001,False,25.0,6,2018,10,18,16,1,42,4
RETAIL THEFT,False,2018-10-16 20:08:00,41.994758989,-87.7144777,False,17.0,6,2018,10,20,16,1,42,4
RETAIL THEFT,False,2018-10-16 20:00:00,41.881493402,-87.62775555700001,False,1.0,6,2018,10,20,16,1,42,4
OVER $500,False,2018-10-16 11:00:00,41.752985214,-87.549117566,False,4.0,6,2018,10,11,16,1,42,4
RETAIL THEFT,True,2018-10-16 16:37:00,41.747851897,-87.66337071,False,6.0,6,2018,10,16,16,1,42,4
RETAIL THEFT,True,2018-10-16 15:46:00,42.019399236999995,-87.675049485,False,24.0,6,2018,10,15,16,1,42,4
OVER $500,False,2018-10-16 14:45:00,41.881722193,-87.624356274,False,1.0,6,2018,10,14,16,1,42,4
OVER $500,False,2018-10-11 12:40:00,41.878799341,-87.731549051,False,11.0,6,2018,10,12,11,3,41,4
RETAIL THEFT,False,2018-10-13 17:30:00,41.903996883000005,-87.64323023799999,False,18.0,6,2018,10,17,13,5,41,4
OVER $500,False,2018-10-12 15:00:00,41.745227053,-87.606281132,False,6.0,6,2018,10,15,12,4,41,4
OVER $500,False,2018-10-16 06:30:00,41.829265828000004,-87.60679863799999,False,2.0,6,2018,10,6,16,1,42,4
RETAIL THEFT,True,2018-10-16 14:30:00,41.742710224,-87.63408818100002,False,6.0,6,2018,10,14,16,1,42,4
RETAIL THEFT,True,2018-10-16 12:45:00,41.903775756,-87.639324074,False,18.0,6,2018,10,12,16,1,42,4
OVER $500,True,2018-10-16 14:10:00,41.693072305,-87.623118186,False,5.0,6,2018,10,14,16,1,42,4
OVER $500,False,2018-10-16 14:47:00,41.873907046,-87.72543009299999,False,11.0,6,2018,10,14,16,1,42,4
RETAIL THEFT,False,2018-10-16 14:55:00,41.882394061999996,-87.627844798,False,1.0,6,2018,10,14,16,1,42,4
OVER $500,False,2018-10-16 13:15:00,41.892628411,-87.63115524,False,18.0,6,2018,10,13,16,1,42,4
RETAIL THEFT,False,2018-10-16 14:30:00,41.729154867,-87.55453632700001,False,4.0,6,2018,10,14,16,1,42,4
OVER $500,False,2018-10-16 14:32:00,41.952777639000004,-87.67779416799999,False,19.0,6,2018,10,14,16,1,42,4
OVER $500,False,2018-10-16 15:00:00,41.979734704,-87.675524376,False,20.0,6,2018,10,15,16,1,42,4
OVER $500,False,2018-10-16 13:15:00,41.922695661,-87.648665508,False,18.0,6,2018,10,13,16,1,42,4
RETAIL THEFT,False,2018-10-16 14:00:00,41.931622056,-87.644442981,False,19.0,6,2018,10,14,16,1,42,4
OVER $500,False,2018-10-16 11:50:00,41.936410853000005,-87.719441492,False,25.0,6,2018,10,11,16,1,42,4
RETAIL THEFT,False,2018-10-16 12:50:00,41.736491541,-87.61538551299999,False,6.0,6,2018,10,12,16,1,42,4
RETAIL THEFT,False,2018-10-16 12:00:00,41.962997708,-87.654760597,False,19.0,6,2018,10,12,16,1,42,4
RETAIL THEFT,False,2018-10-16 10:55:00,41.773340101,-87.58624804799999,False,3.0,6,2018,10,10,16,1,42,4
OVER $500,False,2018-10-16 03:39:00,41.679949259000004,-87.684930431,False,22.0,6,2018,10,3,16,1,42,4
OVER $500,False,2018-10-16 06:00:00,41.751373493,-87.721028186,False,8.0,6,2018,10,6,16,1,42,4
OVER $500,False,2018-10-16 05:06:00,41.856150768,-87.70285814100002,False,10.0,6,2018,10,5,16,1,42,4
OVER $500,False,2018-10-16 14:47:00,41.803201891,-87.72198373,False,8.0,6,2018,10,14,16,1,42,4
RETAIL THEFT,False,2018-10-16 14:15:00,41.99485661,-87.713752053,False,17.0,6,2018,10,14,16,1,42,4
OVER $500,False,2018-10-16 17:00:00,41.931930961,-87.715103772,False,14.0,6,2018,10,17,16,1,42,4
OVER $500,False,2018-10-16 21:30:00,41.783709683000005,-87.596276769,False,3.0,6,2018,10,21,16,1,42,4
OVER $500,False,2018-10-16 23:00:00,41.89944146,-87.762158775,False,15.0,6,2018,10,23,16,1,42,4
OVER $500,False,2018-10-16 19:00:00,41.904941198,-87.669819975,False,14.0,6,2018,10,19,16,1,42,4
OVER $500,False,2018-10-16 19:30:00,41.924125733000004,-87.697397656,False,14.0,6,2018,10,19,16,1,42,4
OVER $500,False,2018-10-06 21:30:00,41.855724798000004,-87.684031645,False,12.0,6,2018,10,21,6,5,40,4
RETAIL THEFT,True,2018-09-26 15:30:00,41.903277701,-87.671637174,False,12.0,6,2018,9,15,26,2,39,3
RETAIL THEFT,False,2018-10-15 15:35:00,41.882394061999996,-87.627844798,False,1.0,6,2018,10,15,15,0,42,4
OVER $500,False,2018-10-15 20:30:00,41.884350397,-87.656985264,False,12.0,6,2018,10,20,15,0,42,4
RETAIL THEFT,False,2018-10-15 16:52:00,41.882394061999996,-87.627844798,False,1.0,6,2018,10,16,15,0,42,4
OVER $500,False,2018-10-15 18:00:00,41.949986107,-87.678638865,False,19.0,6,2018,10,18,15,0,42,4
OVER $500,False,2018-10-15 21:00:00,41.97343401,-87.753952019,False,16.0,6,2018,10,21,15,0,42,4
OVER $500,False,2018-10-15 21:30:00,41.789623782,-87.652327539,False,7.0,6,2018,10,21,15,0,42,4
RETAIL THEFT,False,2018-10-15 10:31:00,41.928076536,-87.78560618600002,False,25.0,6,2018,10,10,15,0,42,4
OVER $500,False,2018-10-15 20:30:00,41.921336883,-87.68112546299999,False,14.0,6,2018,10,20,15,0,42,4
RETAIL THEFT,False,2018-10-15 10:31:00,41.928076536,-87.78560618600002,False,25.0,6,2018,10,10,15,0,42,4
RETAIL THEFT,False,2018-10-15 18:44:00,41.749657946999996,-87.66342156,False,6.0,6,2018,10,18,15,0,42,4
RETAIL THEFT,False,2018-10-15 18:40:00,41.882394061999996,-87.627844798,False,1.0,6,2018,10,18,15,0,42,4
OVER $500,False,2018-10-16 14:15:00,41.888892069,-87.761503549,True,15.0,6,2018,10,14,16,1,42,4
RETAIL THEFT,False,2018-10-16 14:03:00,41.878611533000004,-87.627688116,False,1.0,6,2018,10,14,16,1,42,4
RETAIL THEFT,False,2018-10-16 15:07:00,41.844428252,-87.71159419600002,False,10.0,6,2018,10,15,16,1,42,4
RETAIL THEFT,True,2018-10-16 13:20:00,41.808981361,-87.606551046,False,2.0,6,2018,10,13,16,1,42,4
OVER $500,False,2018-10-16 11:32:00,41.903965162,-87.688281865,False,14.0,6,2018,10,11,16,1,42,4
OVER $500,False,2018-10-16 14:00:00,41.775106459,-87.66777607899998,True,7.0,6,2018,10,14,16,1,42,4
OVER $500,False,2018-10-15 06:00:00,41.788987036,-87.74147999,False,8.0,6,2018,10,6,15,0,42,4
OVER $500,False,2018-10-15 18:45:00,41.749555438,-87.68283422799999,False,8.0,6,2018,10,18,15,0,42,4
OVER $500,False,2018-10-15 09:00:00,41.932930738,-87.636207661,False,19.0,6,2018,10,9,15,0,42,4
RETAIL THEFT,True,2018-10-15 10:00:00,41.765558228,-87.622733535,False,3.0,6,2018,10,10,15,0,42,4
RETAIL THEFT,True,2018-10-15 12:05:00,41.883500186999996,-87.627876698,False,1.0,6,2018,10,12,15,0,42,4
OVER $500,False,2018-10-15 08:15:00,41.900932497,-87.716192635,False,11.0,6,2018,10,8,15,0,42,4
RETAIL THEFT,False,2018-10-15 12:20:00,41.767816869,-87.66387050200001,False,7.0,6,2018,10,12,15,0,42,4
OVER $500,False,2018-10-15 00:00:00,41.945332661,-87.65792170200001,False,19.0,6,2018,10,0,15,0,42,4
OVER $500,False,2018-10-15 07:05:00,41.903120462,-87.75920194700001,False,25.0,6,2018,10,7,15,0,42,4
OVER $500,True,2018-10-15 01:13:00,41.943552694,-87.68816234200001,False,19.0,6,2018,10,1,15,0,42,4
RETAIL THEFT,False,2018-10-14 13:30:00,41.981051896,-87.668375719,False,20.0,6,2018,10,13,14,6,41,4
OVER $500,False,2018-10-14 02:30:00,41.792746725,-87.761530147,False,8.0,6,2018,10,2,14,6,41,4
OVER $500,False,2018-10-14 19:00:00,41.872274452,-87.76458166399998,False,15.0,6,2018,10,19,14,6,41,4
OVER $500,False,2018-10-14 18:00:00,42.00886185,-87.680865025,False,24.0,6,2018,10,18,14,6,41,4
RETAIL THEFT,True,2018-10-14 11:25:00,41.882394061999996,-87.627844798,False,1.0,6,2018,10,11,14,6,41,4
OVER $500,False,2018-10-14 18:00:00,41.776810565,-87.748979346,False,8.0,6,2018,10,18,14,6,41,4
OVER $500,False,2018-10-14 19:00:00,41.912274042,-87.753502468,False,25.0,6,2018,10,19,14,6,41,4
RETAIL THEFT,False,2018-10-14 19:31:00,41.903775756,-87.639324074,False,18.0,6,2018,10,19,14,6,41,4
OVER $500,False,2018-10-14 19:00:00,41.969286674,-87.68162941,False,20.0,6,2018,10,19,14,6,41,4
OVER $500,False,2018-10-15 11:00:00,41.898160595,-87.637434447,False,18.0,6,2018,10,11,15,0,42,4
OVER $500,False,2018-10-15 17:30:00,41.902691914,-87.672370552,False,12.0,6,2018,10,17,15,0,42,4
RETAIL THEFT,True,2018-10-15 20:30:00,41.883500186999996,-87.627876698,False,1.0,6,2018,10,20,15,0,42,4
OVER $500,False,2018-10-15 20:25:00,41.870833491999996,-87.716170158,False,11.0,6,2018,10,20,15,0,42,4
RETAIL THEFT,True,2018-10-15 22:00:00,41.765997125,-87.66382344,False,7.0,6,2018,10,22,15,0,42,4
RETAIL THEFT,True,2018-10-15 19:35:00,41.976851851999996,-87.654999693,False,20.0,6,2018,10,19,15,0,42,4
RETAIL THEFT,False,2018-10-15 20:03:00,41.883500186999996,-87.627876698,False,1.0,6,2018,10,20,15,0,42,4
OVER $500,False,2018-10-15 19:15:00,41.950909650999996,-87.676497245,False,19.0,6,2018,10,19,15,0,42,4
RETAIL THEFT,False,2018-10-15 20:20:00,41.722547399999996,-87.568964465,False,4.0,6,2018,10,20,15,0,42,4
OVER $500,False,2018-10-15 19:30:00,41.932433112,-87.74754634600002,True,25.0,6,2018,10,19,15,0,42,4
RETAIL THEFT,True,2018-10-15 16:55:00,41.739265865,-87.604893749,False,6.0,6,2018,10,16,15,0,42,4
OVER $500,False,2018-10-15 19:00:00,41.679729299,-87.632947396,False,5.0,6,2018,10,19,15,0,42,4
RETAIL THEFT,False,2018-10-15 15:15:00,41.897837503000005,-87.624097243,False,18.0,6,2018,10,15,15,0,42,4
RETAIL THEFT,False,2018-10-15 16:11:00,41.880483386,-87.62773362,False,1.0,6,2018,10,16,15,0,42,4
OVER $500,False,2018-10-15 15:17:00,41.721247847,-87.659969446,False,22.0,6,2018,10,15,15,0,42,4
RETAIL THEFT,True,2018-10-15 16:02:00,41.882394061999996,-87.627844798,False,1.0,6,2018,10,16,15,0,42,4
RETAIL THEFT,False,2018-10-15 10:30:00,41.772998982,-87.576478539,False,3.0,6,2018,10,10,15,0,42,4
RETAIL THEFT,True,2018-10-15 15:12:00,41.895140898,-87.624255632,False,18.0,6,2018,10,15,15,0,42,4
OVER $500,False,2018-10-15 15:30:00,41.740918989,-87.631967753,False,6.0,6,2018,10,15,15,0,42,4
RETAIL THEFT,True,2018-10-15 14:55:00,41.742710224,-87.63408818100002,False,6.0,6,2018,10,14,15,0,42,4
RETAIL THEFT,True,2018-10-15 14:15:00,41.929743818,-87.684273777,False,14.0,6,2018,10,14,15,0,42,4
OVER $500,False,2018-10-15 09:00:00,41.932930738,-87.636207661,False,19.0,6,2018,10,9,15,0,42,4
OVER $500,False,2018-10-15 13:20:00,41.913818957,-87.678453838,False,14.0,6,2018,10,13,15,0,42,4
OVER $500,False,2018-10-14 14:30:00,41.705677781999995,-87.600944364,True,5.0,6,2018,10,14,14,6,41,4
RETAIL THEFT,True,2018-10-14 15:50:00,41.801983471,-87.587712546,False,2.0,6,2018,10,15,14,6,41,4
RETAIL THEFT,False,2018-10-14 17:35:00,41.899410159,-87.624131266,False,18.0,6,2018,10,17,14,6,41,4
OVER $500,False,2018-10-14 18:00:00,41.911124621999996,-87.63793290299999,False,18.0,6,2018,10,18,14,6,41,4
RETAIL THEFT,True,2018-10-14 16:54:00,41.722362598000004,-87.58382047,False,4.0,6,2018,10,16,14,6,41,4
OVER $500,False,2018-10-14 02:00:00,41.858038349,-87.650460545,False,12.0,6,2018,10,2,14,6,41,4
